Time,Open,High,Low,Last,Change,%Chg,Volume
06/01/2007,154.34,154.4,153.51,154.08,0.76,+0.50%,107807904
05/31/2007,153.66,153.89,153.12,153.32,-0.16,-0.10%,115777800
05/30/2007,151.46,153.54,151.34,153.48,1.24,+0.81%,131292400
05/29/2007,151.94,152.5,151.45,152.24,0.55,+0.36%,83960704
05/25/2007,151.49,152.02,151.18,151.69,0.63,+0.42%,83309104
05/24/2007,152.53,153.21,150.74,151.06,-1.38,-0.91%,187771296
05/23/2007,152.95,153.5,152.36,152.44,0.02,+0.01%,133951696
05/22/2007,152.7,153.16,152.38,152.42,-0.12,-0.08%,82254200
05/21/2007,152.58,153.23,152.5,152.54,-0.08,-0.05%,174706400
05/18/2007,152.01,152.62,151.81,152.62,1.32,+0.87%,99182800
05/17/2007,151.38,151.96,151.11,151.3,-0.3,-0.20%,101568496
05/16/2007,150.8,151.63,150.38,151.6,1.03,+0.68%,114672600
05/15/2007,150.7,151.66,150.19,150.57,0.04,+0.03%,180940800
05/14/2007,150.86,151.3,149.79,150.53,-0.33,-0.22%,108063400
05/11/2007,149.75,150.93,149.72,150.86,1.28,+0.86%,113413104
05/10/2007,150.73,151.02,149.27,149.58,-1.58,-1.05%,153698496
05/09/2007,150.64,152.82,150.37,151.16,0.41,+0.27%,102948000
05/08/2007,150.58,150.92,150.13,150.75,-0.2,-0.13%,81534000
05/07/2007,151.08,151.2,150.81,150.95,0.03,+0.02%,63690000
05/04/2007,150.75,151.12,150.22,150.92,0.57,+0.38%,96418896
05/03/2007,149.97,150.4,149.05,150.35,0.81,+0.54%,87844800
05/02/2007,148.9,149.95,148.75,149.54,0.87,+0.59%,87181800
05/01/2007,148.42,149.47,147.67,148.67,0.38,+0.26%,134437696
04/30/2007,149.64,149.74,148.21,148.29,-1.24,-0.83%,101016000
04/27/2007,149.09,149.74,148.84,149.53,-0.12,-0.08%,108192000
04/26/2007,149.49,149.8,149.1,149.65,0.17,+0.11%,88749600
04/25/2007,148.73,149.66,148.02,149.48,1.36,+0.92%,109159296
04/24/2007,148.23,148.4,147.32,148.12,0.06,+0.04%,114475600
04/23/2007,148.37,148.73,147.97,148.06,-0.56,-0.38%,77574096
04/20/2007,148.22,148.62,147.04,148.62,1.39,+0.94%,124128496
04/19/2007,146.55,147.4,146.36,147.23,-0.04,-0.03%,103343696
04/18/2007,146.6,147.7,146.57,147.27,0.18,+0.12%,88353400
04/17/2007,146.97,147.4,146.65,147.09,0.39,+0.27%,108442496
04/16/2007,145.83,146.86,145.82,146.7,1.38,+0.95%,83208304
04/13/2007,144.9,145.32,144.36,145.32,0.66,+0.46%,85181504
04/12/2007,143.74,144.92,143.34,144.66,0.64,+0.44%,116459400
04/11/2007,144.82,144.86,143.54,144.02,-0.59,-0.41%,106552200
04/10/2007,144.33,144.85,144.27,144.61,0.17,+0.12%,56632500
04/09/2007,144.65,144.8,144.15,144.44,0.2,+0.14%,51137700
04/05/2007,143.67,144.44,143.61,144.24,0.39,+0.27%,46843200
04/04/2007,143.69,143.95,143.16,143.85,0.16,+0.11%,64006500
04/03/2007,142.97,143.98,142.91,143.69,1.53,+1.08%,82501296
04/02/2007,142.16,142.46,140.89,142.16,0.16,+0.11%,79428400
03/30/2007,142.24,142.84,140.56,142,0.03,+0.02%,128208400
03/29/2007,142.54,142.61,141.19,141.97,0.15,+0.11%,139481696
03/28/2007,142.14,142.47,141.26,141.82,-1.04,-0.73%,152962592
03/27/2007,143.12,143.16,142.39,142.86,-0.34,-0.24%,100542600
03/26/2007,143.5,143.65,142.09,143.2,-0.19,-0.13%,113812000
03/23/2007,143.28,143.81,143.15,143.39,0.21,+0.15%,74427400
03/22/2007,143.48,143.68,142.79,143.18,-0.11,-0.08%,118953600
03/21/2007,141.1,143.65,140.82,143.29,2.32,+1.65%,153310592
03/20/2007,140.08,141.05,139.96,140.97,0.77,+0.55%,83361904
03/19/2007,139.26,140.33,138.55,140.2,1.67,+1.21%,96214304
03/16/2007,139.31,139.63,138.12,138.53,-0.94,-0.67%,122048400
03/15/2007,138.97,139.99,138.8,139.47,0.19,+0.14%,132418304
03/14/2007,138.43,139.36,136.75,139.28,1.03,+0.75%,231827504
03/13/2007,140.18,140.77,138.04,138.25,-2.74,-1.94%,190084192
03/12/2007,140.42,141.34,140.16,140.99,0.21,+0.15%,80374304
03/09/2007,141.31,141.42,140.08,140.78,0.04,+0.03%,107766096
03/08/2007,140.54,141.16,140.07,140.74,1.18,+0.85%,117898000
03/07/2007,139.59,140.46,139.4,139.56,-0.14,-0.10%,115227400
03/06/2007,138.78,140.12,137.72,139.7,2.35,+1.71%,143380800
03/05/2007,137.93,139.58,137.33,137.35,-1.32,-0.95%,144062208
03/02/2007,140.05,140.66,138.66,138.67,-1.84,-1.31%,162603696
03/01/2007,139.34,141.25,138.05,140.51,-0.42,-0.30%,212841104
02/28/2007,140.39,141.98,139.8,140.93,1.43,+1.03%,177549792
02/27/2007,143.88,144.2,139,139.5,-5.74,-3.95%,274921792
02/26/2007,145.83,145.95,144.75,145.24,-0.06,-0.04%,70086000
02/23/2007,145.74,145.79,144.75,145.3,-0.57,-0.39%,71971400
02/22/2007,146.05,146.42,145.17,145.87,-0.11,-0.08%,79080200
02/21/2007,145.61,146.07,145.35,145.98,-0.06,-0.04%,63994800
02/20/2007,145.56,146.2,144.06,146.04,0.31,+0.21%,56923900
02/16/2007,145.44,145.76,145.23,145.73,-0.07,-0.05%,39842800
02/15/2007,145.67,145.95,145.43,145.8,0.19,+0.13%,38722200
02/14/2007,144.8,145.9,144.78,145.61,0.95,+0.66%,66062300
02/13/2007,143.76,144.9,143.76,144.66,1.21,+0.84%,64107000
02/12/2007,143.94,144.04,143.19,143.45,-0.49,-0.34%,65657000
02/09/2007,145.06,145.33,143.39,143.94,-1.08,-0.74%,79085904
02/08/2007,144.78,145.12,144.27,145.02,-0.19,-0.13%,70648000
02/07/2007,145.12,145.36,144.57,145.21,0.32,+0.22%,55694200
02/06/2007,144.97,145.03,144.33,144.89,0.04,+0.03%,57083400
02/05/2007,144.7,144.94,144.34,144.85,0.04,+0.03%,45750400
02/02/2007,144.73,144.95,144.38,144.81,0.2,+0.14%,49607700
02/01/2007,144.15,144.66,143.91,144.61,0.86,+0.60%,69316896
01/31/2007,142.63,144.13,142.4,143.75,0.96,+0.67%,91887904
01/30/2007,142.35,142.86,142.06,142.79,0.74,+0.52%,70411200
01/29/2007,142.19,142.8,141.74,142.05,-0.11,-0.08%,63393700
01/26/2007,142.57,142.65,141.58,142.16,-0.1,-0.07%,74585600
01/25/2007,143.84,143.92,142.01,142.26,-1.69,-1.17%,74966400
01/24/2007,142.97,143.98,142.91,143.95,1.15,+0.81%,56469400
01/23/2007,142.26,143.08,142.06,142.8,0.42,+0.29%,54077200
01/22/2007,143.07,143.1,141.93,142.38,-0.44,-0.31%,60261700
01/19/2007,142.54,143.1,142.46,142.82,0.28,+0.20%,56983900
01/18/2007,143.17,143.26,142.31,142.54,-0.48,-0.34%,68261200
01/17/2007,142.85,143.46,142.73,143.02,0.06,+0.04%,51597000
01/16/2007,143.07,143.44,142.73,142.96,-0.28,-0.20%,44189700
01/12/2007,142.12,143.24,142.11,143.24,1.08,+0.76%,57636200
01/11/2007,141.56,142.62,141.5,142.16,0.62,+0.44%,55533200
01/10/2007,140.58,141.57,140.3,141.54,0.47,+0.33%,71158600
01/09/2007,141.31,141.6,140.4,141.07,-0.12,-0.08%,75683104
01/08/2007,140.82,141.41,140.25,141.19,0.65,+0.46%,71655904
01/05/2007,141.33,141.4,140.38,140.54,-1.13,-0.80%,76689904
01/04/2007,141.23,142.05,140.61,141.67,0.3,+0.21%,69634600
01/03/2007,142.25,142.86,140.57,141.37,-0.25,-0.18%,94808800
12/29/2006,142.1,142.54,141.43,141.62,-0.59,-0.41%,45467200
12/28/2006,142.41,142.7,141.99,142.21,-0.3,-0.21%,37291100
12/27/2006,141.87,142.6,141.83,142.51,0.93,+0.66%,39733900
12/26/2006,140.81,141.61,140.78,141.58,0.83,+0.59%,32697600
12/22/2006,141.64,141.65,140.67,140.75,-0.87,-0.61%,62073400
12/21/2006,142.27,142.43,141.32,141.62,-0.52,-0.37%,48698500
12/20/2006,142.28,142.66,142.01,142.14,-0.08,-0.06%,41473100
12/19/2006,141.55,142.56,141.19,142.22,0.27,+0.19%,65077800
12/18/2006,142.54,142.88,141.75,141.95,-0.39,-0.27%,48117100
12/15/2006,142.64,142.89,142.24,142.34,-0.78,-0.54%,70858800
12/14/2006,141.86,143.24,141.84,143.12,1.25,+0.88%,64779200
12/13/2006,142.23,142.34,141.56,141.87,0.15,+0.11%,55569000
12/12/2006,141.69,141.87,140.89,141.72,-0.11,-0.08%,77455904
12/11/2006,141.42,142.09,141.34,141.83,0.41,+0.29%,39780500
12/08/2006,141.13,141.9,140.78,141.42,0.26,+0.18%,79624600
12/07/2006,142.03,142.3,141.11,141.16,-0.62,-0.44%,62850300
12/06/2006,141.87,142.07,141.5,141.78,-0.12,-0.08%,53325500
12/05/2006,141.56,141.96,141.26,141.9,0.61,+0.43%,73380800
12/04/2006,140.25,141.55,140.23,141.29,1.07,+0.76%,87814704
12/01/2006,140.53,140.66,138.97,140.22,-0.31,-0.22%,126158400
11/30/2006,140.44,141.05,139.76,140.53,0.06,+0.04%,83998600
11/29/2006,139.47,140.53,139.08,140.47,1.45,+1.04%,91542096
11/28/2006,138.24,139.16,138.11,139.02,0.6,+0.43%,106667696
11/27/2006,140.28,140.35,138.38,138.42,-1.93,-1.38%,84548096
11/24/2006,140.24,140.84,140.2,140.35,-0.57,-0.40%,30998500
11/22/2006,140.75,141.16,140.5,140.92,0.28,+0.20%,45508700
11/21/2006,140.49,140.67,140.29,140.64,0.14,+0.10%,51372400
11/20/2006,140.3,140.74,139.94,140.5,0.08,+0.06%,69186000
11/17/2006,139.93,140.43,139.73,140.42,0.04,+0.03%,56357300
11/16/2006,140.44,140.68,139.49,140.38,0.36,+0.26%,76748800
11/15/2006,139.57,140.45,139.53,140.02,0.4,+0.29%,76518304
11/14/2006,138.97,139.74,138.12,139.62,1.04,+0.75%,96704496
11/13/2006,138.18,139.04,138.07,138.58,0.34,+0.25%,59413800
11/10/2006,138.14,138.34,137.72,138.24,0.06,+0.04%,48992000
11/09/2006,139.01,139.14,137.9,138.18,-0.73,-0.53%,95917600
11/08/2006,138,139.05,136.86,138.91,0.3,+0.22%,87521000
11/07/2006,138.2,138.98,138,138.61,0.53,+0.38%,63365800
11/06/2006,136.96,138.28,136.95,138.08,1.54,+1.13%,63313800
11/03/2006,137.27,137.39,135.62,136.54,-0.24,-0.18%,71346400
11/02/2006,136.51,137.01,136.36,136.78,-0.08,-0.06%,60703900
11/01/2006,138.22,138.31,136.72,136.86,-0.93,-0.67%,83006704
10/31/2006,138.07,138.26,137.25,137.79,-0.02,-0.01%,71297200
10/30/2006,137.66,138.2,137.4,137.81,-0.1,-0.07%,49718100
10/27/2006,138.61,138.75,137.63,137.91,-0.87,-0.63%,80239504
10/26/2006,138.66,139,137.98,138.78,0.43,+0.31%,66848500
10/25/2006,137.74,138.41,137.51,138.35,0.47,+0.34%,80750800
10/24/2006,137.28,137.93,137.22,137.88,0.41,+0.30%,53356200
10/23/2006,136.56,137.8,136.39,137.47,0.63,+0.46%,66234000
10/20/2006,136.81,136.95,136.33,136.84,0.03,+0.02%,48099500
10/19/2006,136.39,136.88,136.23,136.81,0.22,+0.16%,64082000
10/18/2006,137.05,137.37,136.1,136.59,0.18,+0.13%,87372704
10/17/2006,136.47,136.7,135.67,136.41,-0.43,-0.31%,90786496
10/16/2006,136.52,137.05,136.42,136.84,0.21,+0.15%,42323100
10/13/2006,136.16,136.71,136.04,136.63,0.35,+0.26%,53945300
10/12/2006,135.45,136.39,135.4,136.28,1.17,+0.87%,59172900
10/11/2006,134.84,135.43,134.3,135.11,-0.16,-0.12%,104077800
10/10/2006,135.11,135.45,134.84,135.27,0.18,+0.13%,56428500
10/09/2006,134.85,135.3,134.64,135.09,0.08,+0.06%,41177900
10/06/2006,134.95,135.1,134.4,135.01,-0.17,-0.13%,65001800
10/05/2006,134.92,135.41,125.35,135.18,0.26,+0.19%,60640000
10/04/2006,133.23,135,133.08,134.92,1.56,+1.17%,80893296
10/03/2006,132.89,133.87,132.65,133.36,0.28,+0.21%,73110800
10/02/2006,133.54,133.83,132.34,133.08,-0.5,-0.37%,52444500
09/29/2006,133.8,133.94,133.48,133.58,-0.11,-0.08%,47991700
09/28/2006,133.74,133.99,133.28,133.69,-0.05,-0.04%,58601600
09/27/2006,133.49,133.97,133.27,133.74,0.16,+0.12%,82433800
09/26/2006,132.5,133.6,132.4,133.58,1.1,+0.83%,71738096
09/25/2006,131.73,132.85,131.05,132.48,1.01,+0.77%,90015296
09/22/2006,131.67,131.68,131,131.47,-0.4,-0.30%,65969200
09/21/2006,132.61,132.75,131.42,131.87,-0.64,-0.48%,88947000
09/20/2006,132.25,132.77,132.06,132.51,0.7,+0.53%,75212800
09/19/2006,132.12,132.13,131.07,131.81,-0.33,-0.25%,90597800
09/18/2006,131.79,132.39,131.65,132.14,0.18,+0.14%,64031300
09/15/2006,132.31,132.39,131.68,131.96,-0.27,-0.20%,74064304
09/14/2006,131.96,132.24,131.75,132.23,0.01,+0.01%,57812200
09/13/2006,131.64,132.45,131.52,132.22,0.53,+0.40%,62913000
09/12/2006,130.56,131.84,130.37,131.69,1.28,+0.98%,69899504
09/11/2006,129.86,130.69,129.48,130.41,0.13,+0.10%,68498000
09/08/2006,130.08,130.46,129.83,130.28,0.37,+0.28%,45102300
09/07/2006,130.06,130.57,129.35,129.91,-0.6,-0.46%,86300896
09/06/2006,131.11,131.16,130.33,130.51,-1.16,-0.88%,53795600
09/05/2006,131.51,131.85,131.2,131.67,0.25,+0.19%,51498600
09/01/2006,131.14,131.58,130.84,131.42,0.78,+0.60%,48800600
08/31/2006,130.85,130.99,130.58,130.64,-0.02,-0.02%,38564400
08/30/2006,130.87,131.04,130.55,130.66,0.08,+0.06%,50053700
08/29/2006,130.49,130.83,129.81,130.58,0.15,+0.12%,61817000
08/28/2006,129.65,130.82,129.64,130.43,0.62,+0.48%,52679500
08/25/2006,129.64,130.25,129.55,129.81,0.16,+0.12%,41757900
08/24/2006,129.99,130.1,129.4,129.65,-0.11,-0.08%,57983100
08/23/2006,130.18,130.44,129.19,129.76,-0.36,-0.28%,66625100
08/22/2006,129.94,130.52,129.68,130.12,-0.01,-0.01%,60840500
08/21/2006,130.18,130.28,129.8,130.13,-0.56,-0.43%,42133700
08/18/2006,130.19,130.69,129.59,130.69,0.66,+0.51%,58288500
08/17/2006,129.58,130.37,129.49,130.03,0.24,+0.18%,71027104
08/16/2006,129.32,129.89,129.04,129.79,1.16,+0.90%,71759800
08/15/2006,128.21,128.87,127.9,128.63,1.52,+1.20%,68154800
08/14/2006,127.63,128.16,126.92,127.11,0.1,+0.08%,58044500
08/11/2006,127.17,127.2,126.39,127.01,-0.36,-0.28%,47489400
08/10/2006,126.53,127.5,126.28,127.37,0.39,+0.31%,69324304
08/09/2006,128.2,128.6,126.61,126.98,-0.43,-0.34%,78916096
08/08/2006,128.09,128.46,126.95,127.41,-0.54,-0.42%,90898000
08/07/2006,127.9,128.08,127.4,127.95,-0.25,-0.20%,45434400
08/04/2006,129.06,129.43,127.48,128.2,-0.22,-0.17%,96296896
08/03/2006,127.33,128.55,127.15,128.42,0.34,+0.27%,63736900
08/02/2006,127.58,128.46,127.55,128.08,0.86,+0.68%,64789600
08/01/2006,127.34,127.38,126.6,127.22,-0.63,-0.49%,65225600
07/31/2006,127.66,127.96,126.55,127.85,-0.13,-0.10%,49589100
07/28/2006,126.99,128.14,126.86,127.98,1.27,+1.00%,82137400
07/27/2006,127.33,127.69,126.2,126.71,-0.12,-0.09%,87257504
07/26/2006,126.59,127.45,126.18,126.83,0.17,+0.13%,84528000
07/25/2006,125.98,127.3,125.72,126.66,0.45,+0.36%,95525000
07/24/2006,124.44,126.32,124.44,126.21,2.26,+1.82%,92889904
07/21/2006,125.15,125.19,123.82,123.95,-0.88,-0.70%,101568800
07/20/2006,126.12,126.3,124.66,124.83,-0.86,-0.68%,112342496
07/19/2006,124.18,126.26,123.72,125.69,1.72,+1.39%,134400992
07/18/2006,123.74,124.05,122.39,123.97,0.63,+0.51%,123697504
07/17/2006,123.52,124.1,123.15,123.34,-0.18,-0.15%,81289904
07/14/2006,124.16,124.26,122.83,123.52,-0.48,-0.39%,103243200
07/13/2006,125.5,125.68,124,124,-2.05,-1.63%,102481200
07/12/2006,127.21,127.4,125.72,126.05,-1.36,-1.07%,82561296
07/11/2006,126.61,127.41,125.94,127.41,0.56,+0.44%,73576000
07/10/2006,126.94,127.43,126.41,126.85,0.24,+0.19%,60960400
07/07/2006,127.19,127.56,126.29,126.61,-0.83,-0.65%,81628400
07/06/2006,127.2,127.85,127.08,127.44,0.37,+0.29%,51289700
07/05/2006,127.29,127.45,126.52,127.07,-0.73,-0.57%,69653504
07/03/2006,127.43,128.01,127.31,127.8,0.57,+0.45%,23936200
06/30/2006,127.47,127.66,126.96,127.23,-0.04,-0.03%,54229900
06/29/2006,125.2,127.35,125.17,127.27,2.52,+2.02%,110698200
06/28/2006,124.19,124.77,123.65,124.75,0.84,+0.68%,62368100
06/27/2006,125.01,125.29,123.77,123.91,-1.08,-0.86%,69781000
06/26/2006,124.54,125.06,124.25,124.99,0.55,+0.44%,37905200
06/23/2006,124.33,125.3,124.03,124.44,-0.02,-0.02%,54112500
06/22/2006,124.95,125.06,124.04,124.46,-0.55,-0.44%,74995104
06/21/2006,124,125.7,123.96,125.01,0.92,+0.74%,75038704
06/20/2006,124.01,124.81,123.72,124.09,0.42,+0.34%,65518700
06/19/2006,125.4,125.48,123.55,123.67,-0.98,-0.79%,95817904
06/16/2006,125.19,125.56,124.46,124.65,-1.47,-1.17%,94265400
06/15/2006,123.92,126.36,123.86,126.12,2.62,+2.12%,134449792
06/14/2006,122.84,123.63,122.34,123.5,0.95,+0.78%,163652896
06/13/2006,123.78,124.84,122.55,122.55,-1.44,-1.16%,185699296
06/12/2006,125.88,125.93,123.82,123.99,-1.36,-1.08%,95874200
06/09/2006,126.36,126.96,125.29,125.35,-0.4,-0.32%,94976704
06/08/2006,125.58,126.5,123.87,125.75,-0.11,-0.09%,204960704
06/07/2006,126.91,127.65,125.79,125.86,-0.95,-0.75%,108604096
06/06/2006,127.21,127.38,125.76,126.81,-0.31,-0.24%,130877904
06/05/2006,128.79,128.86,126.77,127.12,-1.88,-1.46%,86119200
06/02/2006,129.25,129.43,128.32,129,0.27,+0.21%,91677696
06/01/2006,127.38,128.94,127.27,128.73,1.22,+0.96%,73319800
05/31/2006,126.58,127.51,126.2,127.51,1.41,+1.12%,86934600
05/30/2006,127.97,128,126.05,126.1,-2.28,-1.78%,72445600
05/26/2006,128,128.38,127.51,128.38,0.65,+0.51%,62991900
05/25/2006,126.92,127.73,126.43,127.73,1.56,+1.24%,78992304
05/24/2006,125.68,126.89,124.76,126.17,1,+0.80%,167144096
05/23/2006,127.18,127.63,125.17,125.17,-0.96,-0.76%,90766096
05/22/2006,126.28,127.17,125.5,126.13,-0.97,-0.76%,110877600
05/19/2006,126.87,127.49,125.8,127.1,0.89,+0.71%,124331000
05/18/2006,127.38,127.75,126.11,126.21,-0.64,-0.50%,87923800
05/17/2006,128.67,129.1,126.77,126.85,-2.46,-1.90%,142764096
05/16/2006,129.76,130,129.01,129.31,-0.19,-0.15%,62137400
05/15/2006,128.79,129.74,128.61,129.5,0.26,+0.20%,84041400
05/12/2006,130.48,130.72,129.19,129.24,-1.71,-1.31%,91733400
05/11/2006,132.51,132.55,130.52,130.95,-1.6,-1.21%,80655296
05/10/2006,132.41,132.75,131.89,132.55,-0.07,-0.05%,64407400
05/09/2006,132.42,132.77,132.31,132.62,0.26,+0.20%,29865000
05/08/2006,132.51,132.77,132.36,132.36,-0.16,-0.12%,30017300
05/05/2006,132.05,132.8,131.85,132.52,1.16,+0.88%,62384300
05/04/2006,131.08,131.62,130.34,131.36,0.47,+0.36%,42935500
05/03/2006,131.22,131.32,130.45,130.89,-0.49,-0.37%,60824600
05/02/2006,131.01,131.46,130.74,131.38,0.98,+0.75%,46787300
05/01/2006,131.47,131.8,130.32,130.4,-1.07,-0.81%,65006600
04/28/2006,130.79,131.75,130.71,131.47,0.44,+0.34%,55855100
04/27/2006,129.9,131.63,129.59,131.03,0.63,+0.48%,124605400
04/26/2006,130.5,131.14,130.3,130.4,0.03,+0.02%,67266896
04/25/2006,131.04,131.12,129.92,130.37,-0.54,-0.41%,84360400
04/24/2006,130.93,131.07,130.38,130.91,-0.24,-0.18%,52547700
04/21/2006,131.73,131.79,130.62,131.15,0.02,+0.02%,72359296
04/20/2006,131,131.86,130.6,131.13,0.18,+0.14%,86022496
04/19/2006,130.72,131.07,130.24,130.95,0.25,+0.19%,87273296
04/18/2006,128.95,130.94,128.84,130.7,2.04,+1.59%,92664304
04/17/2006,128.79,129.31,128.02,128.66,-0.05,-0.04%,64169800
04/13/2006,128.59,129.25,128.31,128.71,-0.17,-0.13%,51076900
04/12/2006,128.77,129.13,128.61,128.88,0.24,+0.19%,43051900
04/11/2006,129.85,130.06,128.25,128.64,-1.1,-0.85%,72805296
04/10/2006,129.71,130.08,129.26,129.74,0.2,+0.15%,41537000
04/07/2006,131.06,131.4,129.35,129.54,-1.33,-1.02%,80183800
04/06/2006,130.85,131.21,130.19,130.87,-0.14,-0.11%,57911000
04/05/2006,130.61,131.28,130.38,131.01,0.45,+0.34%,50610400
04/04/2006,129.72,130.73,129.36,130.56,0.83,+0.64%,54810600
04/03/2006,130.07,130.87,129.49,129.73,-0.1,-0.08%,61628300
03/31/2006,130.02,130.24,129.37,129.83,0.03,+0.02%,62925700
03/30/2006,130.11,130.98,129.55,129.8,-0.23,-0.18%,70572800
03/29/2006,129.41,130.5,129.29,130.03,0.81,+0.63%,61532800
03/28/2006,129.93,130.53,128.29,129.22,-0.8,-0.62%,82082704
03/27/2006,130.03,130.28,129.74,130.02,-0.19,-0.15%,32523200
03/24/2006,129.99,130.57,129.74,130.21,0.1,+0.08%,43213700
03/23/2006,130.24,130.39,129.66,130.11,-0.27,-0.21%,46837200
03/22/2006,129.51,130.51,129.45,130.38,0.79,+0.61%,51611600
03/21/2006,130.34,130.99,129.45,129.59,-0.82,-0.63%,87404600
03/20/2006,130.64,130.9,130.21,130.41,-0.21,-0.16%,45541200
03/17/2006,130.68,130.9,130.38,130.62,-0.41,-0.31%,47286800
03/16/2006,130.98,131.47,130.84,131.03,0.27,+0.21%,67083600
03/15/2006,130.15,130.86,129.85,130.76,0.58,+0.45%,53407500
03/14/2006,128.71,130.23,128.61,130.18,1.35,+1.05%,69879696
03/13/2006,128.84,129.16,128.53,128.83,0.24,+0.19%,45713500
03/10/2006,127.72,128.84,127.44,128.59,1.21,+0.95%,60491500
03/09/2006,128.33,128.68,127.38,127.38,-0.86,-0.67%,56523600
03/08/2006,127.7,128.44,127.18,128.24,0.27,+0.21%,66705100
03/07/2006,127.92,128.06,127.4,127.97,-0.2,-0.16%,61784700
03/06/2006,129.14,129.18,127.85,128.17,-0.59,-0.46%,57479100
03/03/2006,128.66,130.07,128.65,128.76,-0.6,-0.46%,73430304
03/02/2006,128.9,129.42,128.61,129.36,-0.01,-0.01%,60644500
03/01/2006,128.6,129.49,128.5,129.37,1.14,+0.89%,47221800
02/28/2006,129.2,129.91,128.13,128.23,-1.23,-0.95%,74397000
02/27/2006,129.4,130.04,129.28,129.46,0.05,+0.04%,35880100
02/24/2006,129.11,129.48,128.76,129.41,0.33,+0.26%,36782700
02/23/2006,129.27,129.64,128.28,129.08,-0.19,-0.15%,43450200
02/22/2006,128.77,129.65,128.65,129.27,0.78,+0.61%,42338800
02/21/2006,129.12,129.4,128.29,128.49,-0.32,-0.25%,46461800
02/17/2006,129.09,129.16,128.58,128.81,-0.35,-0.27%,40345700
02/16/2006,128.34,129.21,128.18,129.16,0.96,+0.75%,61035400
02/15/2006,127.66,128.32,127.24,128.2,0.45,+0.35%,85473400
02/14/2006,126.46,128.03,123.64,127.75,1.34,+1.06%,90994496
02/13/2006,126.57,126.79,125.95,126.41,-0.23,-0.18%,52317500
02/10/2006,126.43,127.13,125.45,126.64,0.23,+0.18%,64509700
02/09/2006,126.92,127.6,126.37,126.41,-0.21,-0.17%,62025300
02/08/2006,125.88,128.1,125.6,126.62,1.14,+0.91%,59426300
02/07/2006,126.38,126.66,125.4,125.48,-1.12,-0.88%,71227800
02/06/2006,126.44,126.8,126.17,126.6,0.33,+0.26%,45515500
02/03/2006,126.58,128.39,126.14,126.27,-0.63,-0.50%,86042704
02/02/2006,128.1,128.14,126.8,126.9,-1.49,-1.16%,83628600
02/01/2006,127.82,128.43,127.72,128.39,0.89,+0.70%,63565000
01/31/2006,128.32,128.54,127.49,127.5,-0.94,-0.73%,73131200
01/30/2006,128.44,128.81,128.35,128.44,-0.1,-0.08%,33711400
01/27/2006,127.66,128.66,127.45,128.54,1.18,+0.93%,65794700
01/26/2006,127.28,127.67,126.86,127.36,0.7,+0.55%,71365200
01/25/2006,127.04,127.18,125.84,126.66,0.11,+0.09%,87792200
01/24/2006,126.63,127.15,126.42,126.55,0.13,+0.10%,53013900
01/23/2006,126.21,126.82,126.13,126.42,0.45,+0.36%,67094900
01/20/2006,128.28,128.31,125.97,125.97,-2.34,-1.82%,115315200
01/19/2006,128.09,128.77,127.81,128.31,0.52,+0.41%,78049696
01/18/2006,127.58,128.9,127.16,127.79,-0.54,-0.42%,75489600
01/17/2006,128.2,128.42,127.81,128.33,-0.35,-0.27%,52181800
01/13/2006,128.57,128.9,128.2,128.68,-0.12,-0.09%,44861400
01/12/2006,129.08,129.28,128.44,128.8,-0.51,-0.39%,40509300
01/11/2006,129.02,129.44,128.73,129.31,0.41,+0.32%,49607900
01/10/2006,128.39,128.98,128.26,128.9,0.13,+0.10%,44964400
01/09/2006,128.42,129.06,128.38,128.77,0.33,+0.26%,43534600
01/06/2006,128.04,128.58,127.36,128.44,1.06,+0.83%,62893600
01/05/2006,127.17,127.59,126.88,127.38,0.08,+0.06%,47310400
01/04/2006,126.86,127.49,126.7,127.3,0.6,+0.47%,52243100
01/03/2006,125.1,127,124.39,126.7,2.19,+1.76%,73393904
12/30/2005,124.8,125.06,124.36,124.51,-0.68,-0.54%,44646100
12/29/2005,125.72,125.96,125.06,125.19,-0.56,-0.45%,33033600
12/28/2005,125.74,125.99,125.5,125.75,0.28,+0.22%,30764300
12/27/2005,126.92,127.05,125.38,125.47,-1.29,-1.02%,44500600
12/23/2005,126.79,126.86,126.42,126.76,0.07,+0.06%,27977300
12/22/2005,126.31,126.69,126.08,126.69,0.66,+0.52%,32250500
12/21/2005,126.17,126.76,125.8,126.03,0.2,+0.16%,51801200
12/20/2005,125.86,126.59,125.48,125.83,0.12,+0.10%,46604900
12/19/2005,126.73,126.87,125.69,125.71,-0.65,-0.51%,48819500
12/16/2005,127.27,128.57,126.36,126.36,-1.08,-0.85%,46239000
12/15/2005,127.84,128,127.18,127.44,-0.37,-0.29%,55903800
12/14/2005,127.19,128.09,127.14,127.81,0.5,+0.39%,64374900
12/13/2005,126.4,127.7,126.29,127.31,0.86,+0.68%,88650896
12/12/2005,126.71,126.86,125.96,126.45,0.12,+0.09%,48393800
12/09/2005,126.16,126.78,125.82,126.33,0.33,+0.26%,50744900
12/08/2005,126.22,126.82,125.48,126,-0.08,-0.06%,62608400
12/07/2005,126.79,126.87,125.68,126.08,-0.74,-0.58%,66826700
12/06/2005,127.05,127.74,126.63,126.82,0.24,+0.19%,57943400
12/05/2005,126.64,126.73,126.18,126.58,-0.27,-0.21%,59367100
